date,longitude,latitude,ip,type,category,tpm_type,informants
10/13/2015,42.55190802,3.733781235,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,42.55197147,3.733890433,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,42.55192289,3.733786731,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20382343,4.737054277,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20379904,4.737037759,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20375197,4.736994632,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53782535,3.917084466,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53775384,3.917098448,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53778531,3.917177981,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53775531,3.917039523,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53774836,3.917180944,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53776319,3.917092185,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53766802,3.917110389,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53773901,3.917089746,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53773404,3.91708324,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/14/2015,42.53777504,3.917099602,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20382011,4.736978285,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20384075,4.737033478,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20379707,4.736946091,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20379714,4.737000808,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20384397,4.736972069,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20385325,4.73711942,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20387988,4.737001274,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/13/2015,45.20383415,4.73705583,UNICEF,,Nutrition & Health ,FS,Beneficiary exit Interview
10/7/2015,43.66158165,3.121321212,UNICEF,,Nutrition & health,FS,NGO Interview
10/7/2015,43.66156895,3.121281896,UNICEF,,Nutrition & health,FS,NGO Interview
1/1/2014,42.54675078,3.806025659,UNICEF,,Nutrition & health,FS,NGO Interview
10/8/2015,42.54678806,3.806101026,UNICEF,,Nutrition & health,FS,NGO Interview
10/10/2015,42.42412221,3.904624055,UNICEF,,Nutrition & health,FS,NGO Interview
10/10/2015,42.42406569,3.904566143,UNICEF,,Nutrition & health,FS,NGO Interview
10/11/2015,42.51942895,3.709568167,UNICEF,,Nutrition & health,FS,NGO Interview
10/11/2015,42.51947539,3.709560161,UNICEF,,Nutrition & health,FS,NGO Interview
10/12/2015,42.55751168,3.783484603,UNICEF,,Nutrition & health,FS,NGO Interview
10/12/2015,42.55743881,3.783524538,UNICEF,,Nutrition & health,FS,NGO Interview
10/13/2015,42.55195947,3.733841142,UNICEF,,Nutrition & health,FS,NGO Interview
10/13/2015,42.55189659,3.733870163,UNICEF,,Nutrition & health,FS,NGO Interview
10/14/2015,45.20372326,4.737009674,UNICEF,,Nutrition & health,FS,NGO Interview
10/14/2015,45.20386258,4.736951132,UNICEF,,Nutrition & health,FS,NGO Interview
10/14/2015,42.53771514,3.917069758,UNICEF,,Nutrition & health,FS,NGO Interview
10/14/2015,42.53768968,3.917129183,UNICEF,,Nutrition & health,FS,NGO Interview
10/8/2015,43.66161817,3.121370193,UNICEF,,Nutrition & health,FS,CDC Interview
10/8/2015,43.66157271,3.121406962,UNICEF,,Nutrition & health,FS,CDC Interview
10/8/2015,42.54680626,3.805983731,UNICEF,,Nutrition & health,FS,CDC Interview
10/10/2015,42.42406657,3.904576511,UNICEF,,Nutrition & health,FS,CDC Interview
10/10/2015,42.42401813,3.904551895,UNICEF,,Nutrition & health,FS,CDC Interview
10/11/2015,42.51943508,3.709550948,UNICEF,,Nutrition & health,FS,CDC Interview
10/11/2015,42.51943385,3.709618883,UNICEF,,Nutrition & health,FS,CDC Interview
10/12/2015,42.55752977,3.783473929,UNICEF,,Nutrition & health,FS,CDC Interview
10/12/2015,42.55742213,3.783466554,UNICEF,,Nutrition & health,FS,CDC Interview
10/13/2015,42.55182247,3.7339921,UNICEF,,Nutrition & health,FS,CDC Interview
10/13/2015,42.5518979,3.733862677,UNICEF,,Nutrition & health,FS,CDC Interview
10/15/2015,45.20394544,4.736815122,UNICEF,,Nutrition & health,FS,CDC Interview
10/15/2015,45.20389422,4.736928057,UNICEF,,Nutrition & health,FS,CDC Interview
10/15/2015,42.53768063,3.917091362,UNICEF,,Nutrition & health,FS,CDC Interview
10/15/2015,42.53779108,3.917113655,UNICEF,,Nutrition & health,FS,CDC Interview
7/2/2015,40.98186,2.767039,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,40.992847,2.788437,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,40.999133,2.789315,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,40.915942,2.788986,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,41.013391,2.764241,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,41.981616,2.314848,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,42.291362,2.332824,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,40.850025,2.743994,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,40.850025,2.745092,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,42.135425,2.343938,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,42.047534,2.367539,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/2/2015,40.861011,2.785694,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.014575,2.310458,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.223316,2.310458,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,40.707202,2.765942,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,41.97063,2.343389,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.28775,2.338065,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.234302,2.324179,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.284768,2.336977,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,41.926685,2.324728,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.287929,2.336083,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.212329,2.321435,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.284285,2.337266,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.036548,2.318142,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.289234,2.31869,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,40.762134,2.784596,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.289234,2.332412,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.285487,2.337148,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,40.762134,2.748384,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.278851,2.348658,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.289234,2.329668,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.31008,2.331699,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,42.30022,2.340645,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/3/2015,41.070811,2.814216,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.123953,2.137526,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119659,2.146396,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.078333,2.130362,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.125835,2.144827,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119831,2.146225,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119874,2.146396,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119788,2.146321,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119487,2.146268,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119006,2.146014,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.067346,2.11362,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119316,2.146268,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119058,2.146053,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.111292,2.149849,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.100467,2.141777,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,40.784107,2.762101,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,42.194456,3.482703,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.099437,2.141725,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.103354,2.138212,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119928,2.146154,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119874,2.146278,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119864,2.145551,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,41.029956,2.777599,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.118972,2.146225,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119273,2.145925,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.116785,2.139694,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.119187,2.145882,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.096862,2.141211,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.118629,2.146278,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,45.111292,2.131735,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,44.892756,2.619217,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/6/2015,40.762134,2.745092,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,40.751148,2.767478,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,40.98186,2.794472,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.057336,2.776312,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,40.707202,2.776915,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,40.991419,2.827063,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.001691,2.784926,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,40.77312,2.837267,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,40.795093,2.738508,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.84978,2.332412,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,45.118879,2.145732,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.30022,2.343389,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.285186,2.337138,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.827808,2.307713,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.84978,2.343389,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.805835,2.365343,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.284414,2.337309,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.915698,2.33351,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.794849,2.288503,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.340292,2.335815,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.285358,2.337062,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.036548,2.344487,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,40.751148,2.727534,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,41.64104,2.37632,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.567957,3.790865,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.5446,3.798717,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.551477,3.788947,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.584436,3.790865,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.545675,3.799292,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.546272,3.799169,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.589929,3.790865,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.546145,3.798888,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.600916,3.782643,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.546145,3.798032,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.55697,3.779903,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.518518,3.798265,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.543958,3.799789,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.545115,3.800944,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.53703,3.788508,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.562463,3.785384,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.545332,3.797751,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.524011,3.76757,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.567957,3.801827,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.547048,3.797837,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.545802,3.799745,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.617395,3.789495,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.584436,3.785384,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.546362,3.80008,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.544734,3.798045,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.545332,3.800663,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.542523,3.78659,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.584436,3.801827,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/7/2015,42.547392,3.798042,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.55697,3.780177,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.55697,3.779903,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.547481,3.795339,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.548016,3.788234,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.55351,3.792893,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.550049,3.798484,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.545675,3.799412,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.526044,3.788645,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.546317,3.799573,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.534998,3.779903,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.548016,3.794812,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/8/2015,42.544302,3.797802,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,40.784107,2.760455,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,40.696216,2.749481,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,42.545459,3.799573,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.629077,4.751733,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.629077,4.766514,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.22544,4.748558,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.214948,4.723185,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.287073,4.704325,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.684009,4.715602,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.233569,4.725456,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.203859,4.735548,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.210169,4.74812,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.254114,4.730329,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.65105,4.703558,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.105798,4.73854,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.204975,4.735526,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/9/2015,45.210169,4.729234,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,45.193689,4.74812,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,45.935266,5.303804,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,41.014819,2.815322,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,42.548167,3.798045,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,42.285713,2.336921,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,40.795093,2.738507,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,41.040143,2.788739,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/10/2015,42.578943,3.785384,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,41.947266,2.8837,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.203465,4.73566,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.118189,2.146123,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.54705,3.798889,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.5477,3.800076,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.061523,2.842827,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.099953,2.141909,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.543806,3.800903,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,44.925247,2.656086,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.546021,3.798204,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.204472,4.735666,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.208237,4.738064,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.475891,4.212706,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.205399,4.736632,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.888885,5.30318,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,44.31958,1.783434,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.221191,4.719781,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.119843,2.146225,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.543274,3.800757,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,45.205502,4.735623,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.291962,2.338043,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,44.893839,2.619466,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,41.974731,2.896044,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,44.920784,2.654714,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.547614,3.799908,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,44.214844,1.854901,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.562463,3.789495,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.545929,3.799769,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,46.892578,4.928786,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.544304,3.798912,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/13/2015,42.545039,3.799894,UNICEF,,Cash Transfers,CC,Beneficiary Interview
